"","speciesKey","species","endem_class","perc_zt","n","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","synonym","class","label"
"1",3086651,"Paracalia jungioides","[0.99,1]",1,3,3086651,"Paracalia jungioides (Hook. & Arn.) Cuatrec.","Paracalia jungioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Paracalia",6,7707728,220,414,3065,3086649,FALSE,"Magnoliopsida","Paracalia_jungioides"
"2",3086681,"Oyedaea verbesinoides","[0.05,0.1)",0.0520231213872832,173,3086681,"Oyedaea verbesinoides DC.","Oyedaea verbesinoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Oyedaea",6,7707728,220,414,3065,3086656,FALSE,"Magnoliopsida","Oyedaea_verbesinoides"
"3",3086704,"Pseudoconyza viscosa","[0,0.05)",0,1047,3086704,"Pseudoconyza viscosa (Mill.) D' Arcy","Pseudoconyza viscosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pseudoconyza",6,7707728,220,414,3065,6444103,FALSE,"Magnoliopsida","Pseudoconyza_viscosa"
"4",3086784,"Parthenium hysterophorus","[0,0.05)",0.014500022798778,21931,3086784,"Parthenium hysterophorus L.","Parthenium hysterophorus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Parthenium",6,7707728,220,414,3065,3086782,FALSE,"Magnoliopsida","Parthenium_hysterophorus"
"5",3086845,"Flaveria trinervia","[0,0.05)",0.000985221674876847,2030,3086845,"Flaveria trinervia (Spreng.) C.Mohr","Flaveria trinervia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Flaveria",6,7707728,220,414,3065,3086826,FALSE,"Magnoliopsida","Flaveria_trinervia"
"6",3086861,"Flaveria bidentis","[0.1,0.5)",0.230040595399188,739,3086861,"Flaveria bidentis (L.) Kuntze","Flaveria bidentis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Flaveria",6,7707728,220,414,3065,3086826,FALSE,"Magnoliopsida","Flaveria_bidentis"
"7",3087088,"Scrobicaria ilicifolia","[0.99,1]",1,108,3087088,"Scrobicaria ilicifolia (L.fil.) B.Nord.","Scrobicaria ilicifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Scrobicaria",6,7707728,220,414,3065,3087085,FALSE,"Magnoliopsida","Scrobicaria_ilicifolia"
"8",3087143,"Berroa gnaphalioides","[0.1,0.5)",0.125,48,3087143,"Berroa gnaphalioides (Less.) Beauverd","Berroa gnaphalioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Berroa",6,7707728,220,414,3065,3087142,FALSE,"Magnoliopsida","Berroa_gnaphalioides"
"9",3087264,"Fulcaldea laurifolia","[0.5,0.99)",0.645161290322581,31,3087264,"Fulcaldea laurifolia (Bonpl.) Poir.","Fulcaldea laurifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Fulcaldea",6,7707728,220,414,3065,3087263,FALSE,"Magnoliopsida","Fulcaldea_laurifolia"
"10",3087704,"Chromolaena maximiliani","[0,0.05)",0,416,3087704,"Chromolaena maximiliani (Schrad. ex DC.) R.M.King & H.Rob.","Chromolaena maximiliani","SPECIES","ACCEPTED",97,"FUZZY","Plantae","Tracheophyta","Asterales","Asteraceae","Chromolaena",6,7707728,220,414,3065,7824453,FALSE,"Magnoliopsida","Chromolaena_maximilianii"
"11",3087725,"Chromolaena odorata","[0,0.05)",0.00410671721087849,34821,3087725,"Chromolaena odorata (L.) R.M.King & H.Rob.","Chromolaena odorata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chromolaena",6,7707728,220,414,3065,7824453,FALSE,"Magnoliopsida","Chromolaena_odorata"
"12",3087776,"Chromolaena collina","[0,0.05)",0,907,3087776,"Chromolaena collina (DC.) R.M.King & H.Rob.","Chromolaena collina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chromolaena",6,7707728,220,414,3065,7824453,FALSE,"Magnoliopsida","Chromolaena_collina"
"13",3087956,"Chromolaena squalida","[0,0.05)",0.0144546649145861,761,3087956,"Chromolaena squalida (DC.) R.M.King & H.Rob.","Chromolaena squalida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chromolaena",6,7707728,220,414,3065,7824453,FALSE,"Magnoliopsida","Chromolaena_squalida"
"14",3088184,"Plagiocheilus bogotensis","[0.5,0.99)",0.842105263157895,38,3088184,"Plagiocheilus bogotensis (Kunth) Wedd.","Plagiocheilus bogotensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Plagiocheilus",6,7707728,220,414,3065,3088178,FALSE,"Magnoliopsida","Plagiocheilus_bogotensis"
"15",3088282,"Petasites pyrenaicus","[0,0.05)",0,14788,3088282,"Petasites pyrenaicus (L.) G.López","Petasites pyrenaicus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Petasites",6,7707728,220,414,3065,10717129,FALSE,"Magnoliopsida","Petasites_pyrenaicus"
"16",3088479,"Tagetes campanulata","[0.5,0.99)",0.933333333333333,15,3088479,"Tagetes campanulata Griseb.","Tagetes campanulata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Tagetes",6,7707728,220,414,3065,3088468,FALSE,"Magnoliopsida","Tagetes_campanulata"
"17",3088481,"Tagetes minuta","[0.05,0.1)",0.0533703280561449,6127,3088481,"Tagetes minuta L.","Tagetes minuta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Tagetes",6,7707728,220,414,3065,3088468,FALSE,"Magnoliopsida","Tagetes_minuta"
"18",3088488,"Tagetes erecta","[0,0.05)",0.0218211648892535,6095,3088488,"Tagetes erecta L.","Tagetes erecta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Tagetes",6,7707728,220,414,3065,3088468,FALSE,"Magnoliopsida","Tagetes_erecta"
"19",3088531,"Tagetes multiflora","[0.5,0.99)",0.97841726618705,278,3088531,"Tagetes multiflora Kunth","Tagetes multiflora","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Tagetes",6,7707728,220,414,3065,3088468,FALSE,"Magnoliopsida","Tagetes_multiflora"
"20",3088561,"Tagetes laxa","[0.5,0.99)",0.8,25,3088561,"Tagetes laxa Cabrera","Tagetes laxa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Tagetes",6,7707728,220,414,3065,3088468,FALSE,"Magnoliopsida","Tagetes_laxa"
"21",3088577,"Picrosia longifolia","[0.1,0.5)",0.268041237113402,388,3088577,"Picrosia longifolia D.Don","Picrosia longifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Picrosia",6,7707728,220,414,3065,3088575,FALSE,"Magnoliopsida","Picrosia_longifolia"
"22",3088794,"Delilia biflora","[0,0.05)",0.0124688279301746,1604,3088794,"Delilia biflora (L.) Kuntze","Delilia biflora","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Delilia",6,7707728,220,414,3065,3088786,FALSE,"Magnoliopsida","Delilia_biflora"
"23",3088868,"Triptilion spinosum","[0,0.05)",0.0144927536231884,138,3088868,"Triptilion spinosum Ruiz & Pav.","Triptilion spinosum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Triptilion",6,7707728,220,414,3065,3088867,FALSE,"Magnoliopsida","Triptilion_spinosum"
"24",3088881,"Triptilion capillatum","[0.1,0.5)",0.389830508474576,59,3088881,"Triptilion capillatum (D.Don) Hook. & Arn.","Triptilion capillatum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Triptilion",6,7707728,220,414,3065,3088867,FALSE,"Magnoliopsida","Triptilion_capillatum"
"25",3088886,"Triptilion achilleae","[0,0.05)",0.024390243902439,41,3088886,"Triptilion achilleae DC.","Triptilion achilleae","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Triptilion",6,7707728,220,414,3065,3088867,FALSE,"Magnoliopsida","Triptilion_achilleae"
"26",3089154,"Xanthium strumarium","[0,0.05)",0.000713121434392828,29448,3089154,"Xanthium strumarium L.","Xanthium strumarium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Xanthium",6,7707728,220,414,3065,3089139,FALSE,"Magnoliopsida","Xanthium_strumarium"
"27",3089275,"Chionopappus benthamii","[0.99,1]",1,8,3089275,"Chionopappus benthamii S.F.Blake","Chionopappus benthamii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chionopappus",6,7707728,220,414,3065,3089274,FALSE,"Magnoliopsida","Chionopappus_benthamii"
"28",3089479,"Blakiella bartsiifolia","[0.99,1]",1,5,3089479,"Blakiella bartsiifolia (S.F.Blake) Cuatrec.","Blakiella bartsiifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Blakiella",6,7707728,220,414,3065,3089478,FALSE,"Magnoliopsida","Blakiella_bartsiifolia"
"29",3089561,"Centaurea cyanus","[0,0.05)",4.55518607935134e-05,65859,3089561,"Centaurea cyanus L.","Centaurea cyanus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_cyanus"
"30",3089598,"Hysterionica jasionoides","[0.5,0.99)",0.52962962962963,270,3089598,"Hysterionica jasionoides Willd.","Hysterionica jasionoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hysterionica",6,7707728,220,414,3065,3089593,FALSE,"Magnoliopsida","Hysterionica_jasionoides"
"31",3089929,"Artemisia mendozana","[0.5,0.99)",0.975609756097561,82,3089929,"Artemisia mendozana DC.","Artemisia mendozana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Artemisia",6,7707728,220,414,3065,3120641,FALSE,"Magnoliopsida","Artemisia_mendozana"
"32",3090049,"Plazia daphnoides","[0.5,0.99)",0.945454545454545,55,3090049,"Plazia daphnoides Wedd.","Plazia daphnoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Plazia",6,7707728,220,414,3065,3090048,FALSE,"Magnoliopsida","Plazia_daphnoides"
"33",3090197,"Chaptalia piloselloides","[0,0.05)",0.00564971751412429,177,3090197,"Chaptalia piloselloides (Vahl) Baker","Chaptalia piloselloides","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chaptalia",6,7707728,220,414,3065,3090180,FALSE,"Magnoliopsida","Chaptalia_piloselloides"
"34",3090255,"Chaptalia runcinata","[0,0.05)",0.0134228187919463,149,3090255,"Chaptalia runcinata Kunth","Chaptalia runcinata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chaptalia",6,7707728,220,414,3065,3090180,FALSE,"Magnoliopsida","Chaptalia_runcinata"
"35",3090279,"Chaptalia mandonii","[0.1,0.5)",0.260869565217391,23,3090279,"Chaptalia mandonii Sch.Bip. ex Burkart","Chaptalia mandonii","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chaptalia",6,7707728,220,414,3065,3090180,FALSE,"Magnoliopsida","Chaptalia_mandonii"
"36",3090306,"Chaptalia similis","[0.5,0.99)",0.967741935483871,31,3090306,"Chaptalia similis R.E.Fr.","Chaptalia similis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chaptalia",6,7707728,220,414,3065,3090180,FALSE,"Magnoliopsida","Chaptalia_similis"
"37",3090309,"Chaptalia integerrima","[0.05,0.1)",0.0504672897196262,535,3090309,"Chaptalia integerrima (Vell.) Burkhardt","Chaptalia integerrima","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chaptalia",6,7707728,220,414,3065,3090180,FALSE,"Magnoliopsida","Chaptalia_integerrima"
"38",3090590,"Diplostephium ericoides","[0.5,0.99)",0.968888888888889,225,3090590,"Diplostephium ericoides (Lam.) Cabrera","Diplostephium ericoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Diplostephium",6,7707728,220,414,3065,3090548,FALSE,"Magnoliopsida","Diplostephium_ericoides"
"39",3090697,"Linochilus floribundus","[0.5,0.99)",0.901345291479821,223,3090697,"Linochilus floribundus Benth.","Linochilus floribundus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Linochilus",6,7707728,220,414,3065,3087642,FALSE,"Magnoliopsida","Linochilus_floribundus"
"40",3090864,"Centratherum punctatum","[0,0.05)",0.0261382799325464,4744,3090864,"Centratherum punctatum Cass.","Centratherum punctatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centratherum",6,7707728,220,414,3065,3090863,FALSE,"Magnoliopsida","Centratherum_punctatum"
"41",3090864,"Centratherum punctatum","[0,0.05)",0.0261382799325464,4744,8769929,"Centratherum riparium (A.Cunn. ex DC.) A.R.Bean","Centratherum riparium","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centratherum",6,7707728,220,414,3065,3090863,TRUE,"Magnoliopsida","Centratherum_riparium"
"42",3091102,"Nassauvia acerosa","[0.5,0.99)",0.833333333333333,12,3091102,"Nassauvia acerosa (Meyen) Wedd.","Nassauvia acerosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Nassauvia",6,7707728,220,414,3065,3099033,FALSE,"Magnoliopsida","Nassauvia_acerosa"
"43",3091139,"Lygodesmia juncea","[0,0.05)",0,1781,3091139,"Lygodesmia juncea (Pursh) D.Don ex Hook.","Lygodesmia juncea","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Lygodesmia",6,7707728,220,414,3065,3091131,FALSE,"Magnoliopsida","Lygodesmia_juncea"
"44",3091480,"Calyptocarpus vialis","[0,0.05)",0.00045827604882723,24003,3091480,"Calyptocarpus vialis Less.","Calyptocarpus vialis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Calyptocarpus",6,7707728,220,414,3065,3091469,FALSE,"Magnoliopsida","Calyptocarpus_vialis"
"45",3091606,"Galatella villosa","[0,0.05)",0,2632,3091606,"Galatella villosa (L.) Rchb.fil.","Galatella villosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Galatella",6,7707728,220,414,3065,3091599,FALSE,"Magnoliopsida","Galatella_villosa"
"46",3091942,"Espeletia lucida","[0.99,1]",1,6,3091942,"Espeletia lucida Aristeg.","Espeletia lucida","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Espeletia",6,7707728,220,414,3065,3105048,FALSE,"Magnoliopsida","Espeletia_lucida"
"47",3091944,"Espeletia arborea","[0.5,0.99)",0.6,5,3091944,"Espeletia arborea Aristeg.","Espeletia arborea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Espeletia",6,7707728,220,414,3065,3105048,FALSE,"Magnoliopsida","Espeletia_arborea"
"48",3091948,"Espeletia tamana","[0.99,1]",1,15,3091948,"Espeletia tamana Cuatrec.","Espeletia tamana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Espeletia",6,7707728,220,414,3065,3105048,FALSE,"Magnoliopsida","Espeletia_tamana"
"49",3091953,"Espeletia griffinii","[0.5,0.99)",0.888888888888889,18,3091953,"Espeletia griffinii Ruiz Terán & López-Fig.","Espeletia griffinii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Espeletia",6,7707728,220,414,3065,3105048,FALSE,"Magnoliopsida","Espeletia_griffinii"
"50",3091958,"Espeletia neriifolia","[0.5,0.99)",0.711864406779661,118,3091958,"Espeletia neriifolia (Bonpl. ex Humb.) Sch.Bip ex Wedd.","Espeletia neriifolia","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Espeletia",6,7707728,220,414,3065,3105048,FALSE,"Magnoliopsida","Espeletia_neriifolia"
"51",3091969,"Espeletia occulta","[0.5,0.99)",0.866666666666667,75,3091969,"Espeletia occulta S.F.Blake","Espeletia occulta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Espeletia",6,7707728,220,414,3065,3105048,FALSE,"Magnoliopsida","Espeletia_occulta"
"52",3092011,"Telanthophora grandifolia","[0,0.05)",0,799,3092011,"Telanthophora grandifolia (Less.) H.Rob. & Brettell","Telanthophora grandifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Telanthophora",6,7707728,220,414,3065,3092005,FALSE,"Magnoliopsida","Telanthophora_grandifolia"
"53",3092067,"Aequatorium lepidotum","[0.99,1]",1,3,3092067,"Aequatorium lepidotum B.Nord.","Aequatorium lepidotum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Aequatorium",6,7707728,220,414,3065,3092044,FALSE,"Magnoliopsida","Aequatorium_lepidotum"
"54",3092074,"Aequatorium asterotrichum","[0.99,1]",1,6,3092074,"Aequatorium asterotrichum B.Nord.","Aequatorium asterotrichum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Aequatorium",6,7707728,220,414,3065,3092044,FALSE,"Magnoliopsida","Aequatorium_asterotrichum"
"55",3092271,"Melanthera nivea","[0,0.05)",0.0121523720495443,4279,3092271,"Melanthera nivea (L.) Small","Melanthera nivea","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Melanthera",6,7707728,220,414,3065,3092268,FALSE,"Magnoliopsida","Melanthera_nivea"
"56",3092549,"Monticalia myrsinites","[0.99,1]",1,64,3092549,"Monticalia myrsinites (Turcz.) C.Jeffrey","Monticalia myrsinites","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Monticalia",6,7707728,220,414,3065,3092548,FALSE,"Magnoliopsida","Monticalia_myrsinites"
"57",3092555,"Monticalia peruviana","[0.5,0.99)",0.942196531791908,173,3092555,"Monticalia peruviana (Pers.) C.Jeffrey","Monticalia peruviana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Monticalia",6,7707728,220,414,3065,3092548,FALSE,"Magnoliopsida","Monticalia_peruviana"
"58",3092559,"Monticalia arbutifolia","[0.99,1]",0.990783410138249,217,3092559,"Monticalia arbutifolia (Kunth) C.Jeffrey","Monticalia arbutifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Monticalia",6,7707728,220,414,3065,3092548,FALSE,"Magnoliopsida","Monticalia_arbutifolia"
"59",3092691,"Soliva sessilis","[0,0.05)",0.00228600457200914,3937,3092691,"Soliva sessilis Ruiz & Pav.","Soliva sessilis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Soliva",6,7707728,220,414,3065,3092681,FALSE,"Magnoliopsida","Soliva_sessilis"
"60",3092946,"Callistephus chinensis","[0,0.05)",0.00283446712018141,1764,3092946,"Callistephus chinensis (L.) Nees","Callistephus chinensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Callistephus",6,7707728,220,414,3065,3092945,FALSE,"Magnoliopsida","Callistephus_chinensis"
"61",3092977,"Adenocaulon chilense","[0,0.05)",0,252,3092977,"Adenocaulon chilense Less.","Adenocaulon chilense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Adenocaulon",6,7707728,220,414,3065,3092972,FALSE,"Magnoliopsida","Adenocaulon_chilense"
"62",3093143,"Lycoseris triplinervia","[0,0.05)",0.0493827160493827,81,3093143,"Lycoseris triplinervia Less.","Lycoseris triplinervia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Lycoseris",6,7707728,220,414,3065,3093124,FALSE,"Magnoliopsida","Lycoseris_triplinervia"
"63",3093337,"Picris hieracioides","[0,0.05)",1.79035001342763e-05,55855,3093337,"Picris hieracioides L.","Picris hieracioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Picris",6,7707728,220,414,3065,3093268,FALSE,"Magnoliopsida","Picris_hieracioides"
"64",3093429,"Belloa erythractis","[0.5,0.99)",0.925925925925926,27,3093429,"Belloa erythractis (Wedd.) Cabrera","Belloa erythractis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Belloa",6,7707728,220,414,3065,3093425,FALSE,"Magnoliopsida","Belloa_erythractis"
"65",3093457,"Belloa chilensis","[0.05,0.1)",0.0714285714285714,28,3093457,"Belloa chilensis (Hook. & Arn.) J.Rémy","Belloa chilensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Belloa",6,7707728,220,414,3065,3093425,FALSE,"Magnoliopsida","Belloa_chilensis"
"66",3093515,"Cabreriella oppositicordia","[0.99,1]",1,5,3093515,"Cabreriella oppositicordia (Cuatrec.) Cuatrec.","Cabreriella oppositicordia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Cabreriella",6,7707728,220,414,3065,3093513,FALSE,"Magnoliopsida","Cabreriella_oppositicordia"
"67",3093618,"Pappobolus subniveus","[0.99,1]",1,4,3093618,"Pappobolus subniveus (S.F.Blake) Panero","Pappobolus subniveus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_subniveus"
"68",3093622,"Pappobolus imbaburensis","[0.99,1]",1,28,3093622,"Pappobolus imbaburensis (Hieron.) Panero","Pappobolus imbaburensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_imbaburensis"
"69",3093653,"Pappobolus lehmannii","[0.99,1]",1,3,3093653,"Pappobolus lehmannii (Hieron.) Panero","Pappobolus lehmannii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_lehmannii"
"70",3093659,"Pappobolus hypargyreus","[0.5,0.99)",0.75,4,3093659,"Pappobolus hypargyreus (S.F.Blake) Panero","Pappobolus hypargyreus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_hypargyreus"
"71",3093664,"Pappobolus hutchisonii","[0,0.05)",0,1,3093664,"Pappobolus hutchisonii (H.Rob.) Panero","Pappobolus hutchisonii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_hutchisonii"
"72",3093666,"Pappobolus stuebelii","[0.5,0.99)",0.857142857142857,7,3093666,"Pappobolus stuebelii (Hieron.) Panero","Pappobolus stuebelii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_stuebelii"
"73",3093672,"Pappobolus nigrescens","[0.99,1]",1,9,3093672,"Pappobolus nigrescens (Heiser) Panero","Pappobolus nigrescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pappobolus",6,7707728,220,414,3065,3093617,FALSE,"Magnoliopsida","Pappobolus_nigrescens"
"74",3093682,"Hypochaeris robertia","[0,0.05)",0.000700770847932726,1427,3093682,"Hypochaeris robertia (Sch.Bip.) Fiori","Hypochaeris robertia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_robertia"
"75",3093702,"Hypochaeris radicata","[0,0.05)",0.00315283433372246,217582,3093702,"Hypochaeris radicata L.","Hypochaeris radicata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_radicata"
"76",3093711,"Hypochaeris chillensis","[0.05,0.1)",0.0680272108843537,882,3093711,"Hypochaeris chillensis (Kunth) Britton","Hypochaeris chillensis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_chillensis"
"77",3093721,"Hypochaeris variegata","[0,0.05)",0,29,3093721,"Hypochaeris variegata (Lam.) Baker","Hypochaeris variegata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_variegata"
"78",3093759,"Hypochaeris scorzonerae","[0.05,0.1)",0.087719298245614,57,3093759,"Hypochaeris scorzonerae (DC.) F.Muell.","Hypochaeris scorzonerae","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_scorzonerae"
"79",3093779,"Hypochaeris megapotamica","[0,0.05)",0,77,3093779,"Hypochaeris megapotamica Cabrera","Hypochaeris megapotamica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_megapotamica"
"80",3093780,"Hypochaeris melanolepis","[0,0.05)",0.0434782608695652,23,3093879,"Hypochaeris gayana (DC.) Cabrera","Hypochaeris gayana","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,TRUE,"Magnoliopsida","Hypochaeris_gayana"
"81",3093785,"Hypochaeris meyeniana","[0.99,1]",1,134,3093785,"Hypochaeris meyeniana (Walp.) Griseb.","Hypochaeris meyeniana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hypochaeris",6,7707728,220,414,3065,3093681,FALSE,"Magnoliopsida","Hypochaeris_meyeniana"
