"","speciesKey","species","endem_class","perc_zt","n","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","synonym","class","label"
"477",3125722,"Stevia incognita","[0,0.05)",0.00578034682080925,173,3125722,"Stevia incognita Grashoff","Stevia incognita","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Stevia",6,7707728,220,414,3065,3125468,FALSE,"Magnoliopsida","Stevia_incognita"
"478",3125749,"Stevia serrata","[0,0.05)",0.0121757543673902,1889,3125749,"Stevia serrata Cav.","Stevia serrata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Stevia",6,7707728,220,414,3065,3125468,FALSE,"Magnoliopsida","Stevia_serrata"
"479",3125901,"Sigesbeckia orientalis","[0,0.05)",0.00199733688415446,10514,3125901,"Sigesbeckia orientalis L.","Sigesbeckia orientalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Sigesbeckia",6,7707728,220,414,3065,3125889,FALSE,"Magnoliopsida","Sigesbeckia_orientalis"
"480",3125964,"Trichocline auriculata","[0.5,0.99)",0.972222222222222,72,3125964,"Trichocline auriculata (Wedd.) Hieron.","Trichocline auriculata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_auriculata"
"481",3125971,"Trichocline cineraria","[0.5,0.99)",0.863636363636364,22,3125971,"Trichocline cineraria (D.Don) Hook. & Arn.","Trichocline cineraria","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_cineraria"
"482",3125981,"Trichocline boecheri","[0.99,1]",1,7,3125981,"Trichocline boecheri Cabrera","Trichocline boecheri","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_boecheri"
"483",3125994,"Trichocline caulescens","[0.99,1]",1,33,3125994,"Trichocline caulescens Phil.","Trichocline caulescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_caulescens"
"484",3126002,"Trichocline speciosa","[0,0.05)",0,34,3126002,"Trichocline speciosa Less.","Trichocline speciosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_speciosa"
"485",3126005,"Trichocline reptans","[0.1,0.5)",0.439393939393939,66,3126005,"Trichocline reptans (Wedd.) B.L.Rob.","Trichocline reptans","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_reptans"
"486",3126009,"Trichocline plicata","[0.5,0.99)",0.655172413793103,29,3126009,"Trichocline plicata Hook. & Arn.","Trichocline plicata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_plicata"
"487",3126023,"Trichocline aurea","[0.1,0.5)",0.176470588235294,17,3126023,"Trichocline aurea (D.Don) Reiche","Trichocline aurea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Trichocline",6,7707728,220,414,3065,3125962,FALSE,"Magnoliopsida","Trichocline_aurea"
"488",3126178,"Laennecia sophiifolia","[0,0.05)",0.0278184480234261,683,3126178,"Laennecia sophiifolia (Kunth) G.L.Nesom","Laennecia sophiifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Laennecia",6,7707728,220,414,3065,3111845,FALSE,"Magnoliopsida","Laennecia_sophiifolia"
"489",3126209,"Erigeron cardaminifolius","[0.5,0.99)",0.976744186046512,43,3126209,"Erigeron cardaminifolius (Kunth) Wedd.","Erigeron cardaminifolius","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Erigeron",6,7707728,220,414,3065,3146588,FALSE,"Magnoliopsida","Erigeron_cardaminifolius"
"490",3126342,"Erigeron laevigatus","[0,0.05)",0.0197368421052632,456,3126342,"Erigeron laevigatus Rich.","Erigeron laevigatus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Erigeron",6,7707728,220,414,3065,3146588,FALSE,"Magnoliopsida","Erigeron_laevigatus"
"491",3126513,"Culcitium humile","[0.5,0.99)",0.957264957264957,117,4240190,"Senecio candollei Wedd.","Senecio candollei","SPECIES","SYNONYM",96,"FUZZY","Plantae","Tracheophyta","Asterales","Asteraceae","Culcitium",6,7707728,220,414,3065,8166985,TRUE,"Magnoliopsida","Senecio_candollii"
"492",3126538,"Ayapana amygdalina","[0,0.05)",0.0131712259371834,987,3126538,"Ayapana amygdalina (Lam.) R.M.King & H.Rob.","Ayapana amygdalina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Ayapana",6,7707728,220,414,3065,3126519,FALSE,"Magnoliopsida","Ayapana_amygdalina"
"493",3127691,"Centaurea benedicta","[0,0.05)",0.00034447123665174,2903,3127691,"Centaurea benedicta (L.) L.","Centaurea benedicta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_benedicta"
"494",3128091,"Centaurea melitensis","[0,0.05)",0.00301120448179272,14280,3128091,"Centaurea melitensis L.","Centaurea melitensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_melitensis"
"495",3128225,"Centaurea nigra","[0,0.05)",0,63929,3128225,"Centaurea nigra L.","Centaurea nigra","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_nigra"
"496",3128225,"Centaurea nigra","[0,0.05)",0,63929,3127553,"Centaurea nemoralis Jord.","Centaurea nemoralis","SPECIES","SYNONYM",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,TRUE,"Magnoliopsida","Centaurea_nemoralis"
"497",3128305,"Centaurea cineraria","[0,0.05)",0.00606060606060606,495,3128305,"Centaurea cineraria L.","Centaurea cineraria","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_cineraria"
"498",3128483,"Centaurea calcitrapa","[0,0.05)",0.00361271676300578,9688,3128483,"Centaurea calcitrapa L.","Centaurea calcitrapa","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_calcitrapa"
"499",3128547,"Centaurea jacea","[0,0.05)",7.31309556021969e-06,136741,3128547,"Centaurea jacea L.","Centaurea jacea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_jacea"
"500",3128888,"Centaurea solstitialis","[0,0.05)",0.00539183787301292,10757,3128888,"Centaurea solstitialis L.","Centaurea solstitialis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_solstitialis"
"501",3128962,"Centaurea diffusa","[0,0.05)",0.000455892409391384,4387,3128962,"Centaurea diffusa Lam.","Centaurea diffusa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_diffusa"
"502",3129000,"Centaurea iberica","[0,0.05)",0.00098570724494825,2029,3129000,"Centaurea iberica Trevis. ex Spreng.","Centaurea iberica","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Centaurea",6,7707728,220,414,3065,3127469,FALSE,"Magnoliopsida","Centaurea_iberica"
"503",3129097,"Scabrethia scabra","[0,0.05)",0,719,3129097,"Scabrethia scabra (Hook.) W.A.Weber","Scabrethia scabra","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Scabrethia",6,7707728,220,414,3065,3129096,FALSE,"Magnoliopsida","Scabrethia_scabra"
"504",3129176,"Baccharis dracunculifolia","[0,0.05)",0.0449022715266772,1893,3129176,"Baccharis dracunculifolia DC.","Baccharis dracunculifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Baccharis",6,7707728,220,414,3065,3129135,FALSE,"Magnoliopsida","Baccharis_dracunculifolia"
"505",3129221,"Pseudobaccharis spartioides","[0.5,0.99)",0.835616438356164,146,3129221,"Pseudobaccharis spartioides (Hook. & Arn.) Cabrera","Pseudobaccharis spartioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pseudobaccharis",6,7707728,220,414,3065,7336703,FALSE,"Magnoliopsida","Pseudobaccharis_spartioides"
"506",3129634,"Baccharis salicina","[0,0.05)",0.00347523892267593,1151,3129634,"Baccharis salicina Torr. & A.Gray","Baccharis salicina","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Baccharis",6,7707728,220,414,3065,3129135,FALSE,"Magnoliopsida","Baccharis_salicina"
"507",3129674,"Baccharis sagittalis","[0.1,0.5)",0.136842105263158,380,3129674,"Baccharis sagittalis (Less.) DC.","Baccharis sagittalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Baccharis",6,7707728,220,414,3065,3129135,FALSE,"Magnoliopsida","Baccharis_sagittalis"
"508",3130050,"Psilocarphus brevissimus","[0,0.05)",0.000961538461538462,1040,3130050,"Psilocarphus brevissimus Nutt.","Psilocarphus brevissimus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Psilocarphus",6,7707728,220,414,3065,3130047,FALSE,"Magnoliopsida","Psilocarphus_brevissimus"
"509",3130313,"Dimerostemma arnottii","[0,0.05)",0,160,3130313,"Dimerostemma arnottii (Baker) M.D.Moraes","Dimerostemma arnottii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Dimerostemma",6,7707728,220,414,3065,3130305,FALSE,"Magnoliopsida","Dimerostemma_arnottii"
"510",3130324,"Dimerostemma apense","[0,0.05)",0.0172413793103448,58,3130324,"Dimerostemma apense (Chodat) M.D.Moraes","Dimerostemma apense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Dimerostemma",6,7707728,220,414,3065,3130305,FALSE,"Magnoliopsida","Dimerostemma_apense"
"511",3130325,"Dimerostemma grazielae","[0,0.05)",0,55,3130325,"Dimerostemma grazielae H.Rob.","Dimerostemma grazielae","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Dimerostemma",6,7707728,220,414,3065,3130305,FALSE,"Magnoliopsida","Dimerostemma_grazielae"
"512",3130332,"Dimerostemma asperatum","[0,0.05)",0,47,3130332,"Dimerostemma asperatum S.F.Blake","Dimerostemma asperatum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Dimerostemma",6,7707728,220,414,3065,3130305,FALSE,"Magnoliopsida","Dimerostemma_asperatum"
"513",3130333,"Dimerostemma pseudosilphioides","[0,0.05)",0,23,3130333,"Dimerostemma pseudosilphioides (Hassl.) M.D.Moraes","Dimerostemma pseudosilphioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Dimerostemma",6,7707728,220,414,3065,3130305,FALSE,"Magnoliopsida","Dimerostemma_pseudosilphioides"
"514",3130532,"Eirmocephala brachiata","[0.1,0.5)",0.277777777777778,234,3130532,"Eirmocephala brachiata (Benth. ex Oerst.) H.Rob.","Eirmocephala brachiata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Eirmocephala",6,7707728,220,414,3065,9555475,FALSE,"Magnoliopsida","Eirmocephala_brachiata"
"515",3130610,"Chrysolaena flexuosa","[0,0.05)",0.00268817204301075,372,3130610,"Chrysolaena flexuosa (Sims) H.Rob.","Chrysolaena flexuosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Chrysolaena",6,7707728,220,414,3065,3130603,FALSE,"Magnoliopsida","Chrysolaena_flexuosa"
"516",3130678,"Dolichlasium lagascae","[0.5,0.99)",0.944444444444444,36,3130678,"Dolichlasium lagascae Gillies ex D.Don","Dolichlasium lagascae","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Dolichlasium",6,7707728,220,414,3065,3130677,FALSE,"Magnoliopsida","Dolichlasium_lagascae"
"517",3130899,"Gymnanthemum amygdalinum","[0,0.05)",0,1493,3130899,"Gymnanthemum amygdalinum (Delile) Sch.Bip. ex Walp.","Gymnanthemum amygdalinum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Gymnanthemum",6,7707728,220,414,3065,3130898,FALSE,"Magnoliopsida","Gymnanthemum_amygdalinum"
"518",3131147,"Helichrysum herbaceum","[0,0.05)",0,450,3131147,"Helichrysum herbaceum (Andrews) Sweet","Helichrysum herbaceum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Helichrysum",6,7707728,220,414,3065,3131108,FALSE,"Magnoliopsida","Helichrysum_herbaceum"
"519",3131229,"Helichrysum luteoalbum","[0,0.05)",0.00428017523540964,19859,3131229,"Helichrysum luteoalbum (L.) Rchb.","Helichrysum luteoalbum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Helichrysum",6,7707728,220,414,3065,3131108,FALSE,"Magnoliopsida","Helichrysum_luteoalbum"
"520",3131614,"Helichrysum italicum","[0,0.05)",0,7175,3131614,"Helichrysum italicum (Roth) G.Don","Helichrysum italicum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Helichrysum",6,7707728,220,414,3065,3131108,FALSE,"Magnoliopsida","Helichrysum_italicum"
"521",3132193,"Perymenium jelskii","[0.5,0.99)",0.681818181818182,22,3132193,"Perymenium jelskii (Hieron.) S.F.Blake","Perymenium jelskii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Perymenium",6,7707728,220,414,3065,3132142,FALSE,"Magnoliopsida","Perymenium_jelskii"
"522",3132228,"Adenostemma lavenia","[0,0.05)",0.0123691722169363,1051,3132228,"Adenostemma lavenia (L.) Kuntze","Adenostemma lavenia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Adenostemma",6,7707728,220,414,3065,3094598,FALSE,"Magnoliopsida","Adenostemma_lavenia"
"523",3132238,"Adenophyllum porophyllum","[0,0.05)",0.003003003003003,333,3132238,"Adenophyllum porophyllum (Cav.) Hemsl.","Adenophyllum porophyllum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Adenophyllum",6,7707728,220,414,3065,3132222,FALSE,"Magnoliopsida","Adenophyllum_porophyllum"
"524",3132457,"Erechtites hieraciifolius","[0,0.05)",0.00267379679144385,32538,3132457,"Erechtites hieraciifolius (L.) Raf. ex DC.","Erechtites hieraciifolius","SPECIES","ACCEPTED",95,"FUZZY","Plantae","Tracheophyta","Asterales","Asteraceae","Erechtites",6,7707728,220,414,3065,3132453,FALSE,"Magnoliopsida","Erechtites_hieraciifolia"
"525",3132570,"Galinsoga parviflora","[0,0.05)",0.0114617390984901,27221,3132570,"Galinsoga parviflora Cav.","Galinsoga parviflora","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Galinsoga",6,7707728,220,414,3065,3132547,FALSE,"Magnoliopsida","Galinsoga_parviflora"
"526",3132597,"Pluchea chingoyo","[0.99,1]",1,60,3132597,"Pluchea chingoyo (Kunth) DC.","Pluchea chingoyo","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pluchea",6,7707728,220,414,3065,3132596,FALSE,"Magnoliopsida","Pluchea_chingoyo"
"527",3132617,"Pluchea odorata","[0,0.05)",0.000704225352112676,8520,3132617,"Pluchea odorata (L.) Cass.","Pluchea odorata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pluchea",6,7707728,220,414,3065,3132596,FALSE,"Magnoliopsida","Pluchea_odorata"
"528",3132630,"Pluchea microcephala","[0.5,0.99)",0.559322033898305,59,3132630,"Pluchea microcephala R.K.Godfrey","Pluchea microcephala","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pluchea",6,7707728,220,414,3065,3132596,FALSE,"Magnoliopsida","Pluchea_microcephala"
"529",3132645,"Pluchea foetida","[0,0.05)",0.00920810313075507,1086,3132645,"Pluchea foetida (L.) DC.","Pluchea foetida","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pluchea",6,7707728,220,414,3065,3132596,FALSE,"Magnoliopsida","Pluchea_foetida"
"530",3132705,"Pluchea bojeri","[0,0.05)",0,119,3132705,"Pluchea bojeri (DC.) Humbert","Pluchea bojeri","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pluchea",6,7707728,220,414,3065,3132596,FALSE,"Magnoliopsida","Pluchea_bojeri"
"531",3132710,"Pluchea carolinensis","[0,0.05)",0.00126063662149385,3173,3132710,"Pluchea carolinensis (Jacq.) G.Don","Pluchea carolinensis","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Pluchea",6,7707728,220,414,3065,3132596,FALSE,"Magnoliopsida","Pluchea_carolinensis"
"532",3133512,"Scorzoneroides autumnalis","[0,0.05)",2.96082239802928e-05,168872,3133512,"Scorzoneroides autumnalis (L.) Moench","Scorzoneroides autumnalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Scorzoneroides",6,7707728,220,414,3065,8301836,FALSE,"Magnoliopsida","Scorzoneroides_autumnalis"
"533",3133594,"Eremanthus crotonoides","[0,0.05)",0,152,3133594,"Eremanthus crotonoides (DC.) Sch.Bip.","Eremanthus crotonoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Eremanthus",6,7707728,220,414,3065,3133590,FALSE,"Magnoliopsida","Eremanthus_crotonoides"
"534",3133784,"Ainsliaea macroclinidioides","[0,0.05)",0,282,3133784,"Ainsliaea macroclinidioides Hayata","Ainsliaea macroclinidioides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Ainsliaea",6,7707728,220,414,3065,3133776,FALSE,"Magnoliopsida","Ainsliaea_macroclinidioides"
"535",3133866,"Coreopsis senaria","[0.5,0.99)",0.928571428571429,14,3133866,"Coreopsis senaria S.F.Blake & Sherff","Coreopsis senaria","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_senaria"
"536",3133867,"Coreopsis sherffii","[0.5,0.99)",0.9,20,3133867,"Coreopsis sherffii S.F.Blake","Coreopsis sherffii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_sherffii"
"537",3133895,"Coreopsis pickeringii","[0.5,0.99)",0.909090909090909,11,3133895,"Coreopsis pickeringii A.Gray","Coreopsis pickeringii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_pickeringii"
"538",3133899,"Coreopsis obovatifolia","[0.99,1]",1,2,3133899,"Coreopsis obovatifolia A.Sagást.","Coreopsis obovatifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_obovatifolia"
"539",3133917,"Coreopsis connata","[0.99,1]",1,5,3133917,"Coreopsis connata Cabrera","Coreopsis connata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_connata"
"540",3133927,"Coreopsis grandiflora","[0,0.05)",0.000458926112895824,2179,3133927,"Coreopsis grandiflora Hogg ex Sweet","Coreopsis grandiflora","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_grandiflora"
"541",3133938,"Coreopsis lanceolata","[0,0.05)",0.000635727908455181,7865,3133938,"Coreopsis lanceolata L.","Coreopsis lanceolata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_lanceolata"
"542",3133945,"Coreopsis microlepis","[0,0.05)",0,1,3133945,"Coreopsis microlepis S.F.Blake & Sherff","Coreopsis microlepis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_microlepis"
"543",3133948,"Coreopsis oblanceolata","[0.99,1]",1,5,3133948,"Coreopsis oblanceolata S.F.Blake","Coreopsis oblanceolata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_oblanceolata"
"544",3133950,"Coreopsis tinctoria","[0,0.05)",0,12092,3133950,"Coreopsis tinctoria Nutt.","Coreopsis tinctoria","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_tinctoria"
"545",3133962,"Coreopsis notha","[0.5,0.99)",0.666666666666667,9,3133962,"Coreopsis notha S.F.Blake & Sherff","Coreopsis notha","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_notha"
"546",3133978,"Coreopsis venusta","[0.5,0.99)",0.7,20,3133978,"Coreopsis venusta Kunth","Coreopsis venusta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_venusta"
"547",3133993,"Coreopsis woytkowskii","[0.5,0.99)",0.875,8,3133993,"Coreopsis woytkowskii Sherff","Coreopsis woytkowskii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_woytkowskii"
"548",3134008,"Coreopsis fasciculata","[0.5,0.99)",0.972972972972973,37,3134008,"Coreopsis fasciculata Wedd.","Coreopsis fasciculata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_fasciculata"
"549",3134014,"Coreopsis celendinensis","[0.99,1]",1,1,3134014,"Coreopsis celendinensis Sagást. & Sánchez Vega","Coreopsis celendinensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_celendinensis"
"550",3134020,"Coreopsis breviligulata","[0.99,1]",1,2,3134020,"Coreopsis breviligulata A.Sagást. & Sánchez Vega","Coreopsis breviligulata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Coreopsis",6,7707728,220,414,3065,3133864,FALSE,"Magnoliopsida","Coreopsis_breviligulata"
"551",3134183,"Delairea odorata","[0,0.05)",0.0036231884057971,5520,3134183,"Delairea odorata Lem.","Delairea odorata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Delairea",6,7707728,220,414,3065,9600151,FALSE,"Magnoliopsida","Delairea_odorata"
"552",3134189,"Hinterhubera columbica","[0.5,0.99)",0.8,5,3134189,"Hinterhubera columbica Sch.Bip.","Hinterhubera columbica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hinterhubera",6,7707728,220,414,3065,3134188,FALSE,"Magnoliopsida","Hinterhubera_columbica"
"553",3134190,"Hinterhubera imbricata","[0.99,1]",1,9,3134190,"Hinterhubera imbricata Cuatrec. & Aristeg.","Hinterhubera imbricata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hinterhubera",6,7707728,220,414,3065,3134188,FALSE,"Magnoliopsida","Hinterhubera_imbricata"
"554",3134191,"Hinterhubera laseguei","[0.99,1]",1,2,3134191,"Hinterhubera laseguei Wedd.","Hinterhubera laseguei","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hinterhubera",6,7707728,220,414,3065,3134188,FALSE,"Magnoliopsida","Hinterhubera_laseguei"
"555",3134192,"Hinterhubera ericoides","[0.99,1]",1,8,3134192,"Hinterhubera ericoides Wedd.","Hinterhubera ericoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hinterhubera",6,7707728,220,414,3065,3134188,FALSE,"Magnoliopsida","Hinterhubera_ericoides"
"556",3134193,"Hinterhubera lanuginosa","[0.5,0.99)",0.666666666666667,3,3134193,"Hinterhubera lanuginosa Cuatrec. & Aristeg.","Hinterhubera lanuginosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hinterhubera",6,7707728,220,414,3065,3134188,FALSE,"Magnoliopsida","Hinterhubera_lanuginosa"
"557",3134194,"Hinterhubera adenopetala","[0.1,0.5)",0.142857142857143,7,3134194,"Hinterhubera adenopetala Cuatrec. & Aristeg.","Hinterhubera adenopetala","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Asterales","Asteraceae","Hinterhubera",6,7707728,220,414,3065,3134188,FALSE,"Magnoliopsida","Hinterhubera_adenopetala"
